Participant ID,Scene,Absolute time,Relative time in session,Happy,Enjoyment,Hope,Pride,Anger,Frustration,Anxiety,Fear,Shame,Hopelessness,Boredom,Surprise,Contempt,Disgust,Confusion,Curiosity,Sadness,Eureka,Neutral,Task Value,Boredom Average,Curiosity Average
MT208PN41065,scene0,14:28:29,0:14:05.344,3,2,3,2,2,3,2,2,3,2,4,3,2,2,2,4,2,2,4,2,,
MT208PN41065,scene1,14:51:21,0:36:56.951,4,4,4,4,2,2,1,1,2,1,4,2,4,1,1,1,1,1,5,2,,
MT208PN41065,scene2,15:10:00,0:55:36.491,2,2,3,3,3,4,2,1,1,1,5,1,3,1,1,2,1,1,4,2,,
MT208PN41065,scene3,15:25:50,1:11:26.309,2,2,3,3,2,4,1,1,1,1,4,1,3,1,1,1,1,1,4,2,,
MT208PN41065,scene4,15:41:37,1:27:13.158,2,3,3,3,2,2,2,1,1,1,4,1,3,1,1,2,1,1,4,3,4.2,2
MT208PN41066,scene0,10:54:27,0:15:58.547,3,3,4,2,1,1,2,1,1,1,2,1,1,1,3,4,1,1,4,3,,
MT208PN41066,scene1,11:18:02,0:39:34.218,3,4,3,3,1,1,1,1,1,1,1,3,1,1,2,4,1,2,3,5,,
MT208PN41066,scene2,11:37:47,0:59:18.843,3,4,4,3,1,1,2,1,1,1,2,1,1,1,2,4,1,2,3,5,,
MT208PN41066,scene3,11:53:52,1:15:23.593,3,4,4,2,1,2,2,1,1,1,2,1,1,1,1,4,1,2,3,5,,
MT208PN41066,scene4,12:10:49,1:32:20.564,4,3,4,3,1,1,2,1,1,1,1,1,1,1,1,3,1,1,3,4,1.6,3.8
MT208PN41067,scene0,14:33:51,0:17:19.649,3,4,4,4,1,2,4,1,2,1,2,1,1,1,2,5,1,1,4,3,,
MT208PN41067,scene1,14:57:29,0:40:56.980,3,3,4,2,1,2,2,1,2,1,3,1,1,1,3,4,1,1,4,4,,
MT208PN41067,scene2,15:18:52,1:02:20.628,1,1,3,2,1,3,2,1,1,1,4,1,1,1,2,3,1,1,2,3,,
MT208PN41067,scene3,15:34:58,1:18:26.470,1,1,3,3,1,2,1,1,1,1,4,1,1,1,2,2,1,1,5,4,,
MT208PN41067,scene4,15:51:10,1:34:38.098,1,1,3,2,1,3,1,1,2,1,2,1,1,1,3,3,1,1,5,4,3,3.4
MT208PN41068,scene0,10:58:35,0:15:42.818,3,3,2,3,1,1,1,1,1,1,4,1,1,1,2,4,1,1,5,4,,
MT208PN41068,scene1,11:19:31,0:36:38.239,3,2,3,3,1,1,1,1,1,1,3,1,1,1,1,4,1,3,5,4,,
MT208PN41068,scene2,11:38:24,0:55:31.697,2,2,3,3,1,1,1,1,1,1,4,1,1,1,1,3,1,1,5,4,,
MT208PN41068,scene3,11:53:55,1:11:02.562,3,3,1,3,1,1,1,1,1,1,4,1,1,1,1,3,1,1,5,4,,
MT208PN41068,scene4,12:09:36,1:26:43.240,3,3,3,3,1,1,1,1,1,1,4,1,1,1,1,3,1,1,5,4,3.8,3.4
MT208PN41069,scene0,9:42:19,0:24:05.272,3,4,3,3,2,3,2,1,1,1,3,4,4,3,4,4,1,2,3,3,,
MT208PN41069,scene1,10:03:28,0:45:14.714,3,4,4,3,1,1,2,1,1,1,3,3,1,1,2,4,1,4,3,4,,
MT208PN41069,scene2,10:22:30,1:04:16.379,3,4,3,3,4,2,3,1,1,1,2,2,2,1,1,3,1,3,5,4,,
MT208PN41069,scene3,10:38:30,1:20:16.371,3,4,3,4,2,1,2,1,1,1,2,2,3,1,1,2,1,4,5,4,,
MT208PN41069,scene4,10:54:20,1:36:06.264,4,4,3,3,1,1,2,1,1,1,2,2,1,1,2,2,1,4,3,3,2.4,3
MT208PN41070,scene0,13:27:24,0:16:01.940,3,2,3,3,3,4,2,3,1,1,4,2,4,2,3,4,3,2,4,3,,
MT208PN41070,scene1,13:54:36,0:43:13.461,4,2,3,3,2,3,3,2,1,2,4,1,3,3,3,3,2,1,5,3,,
MT208PN41070,scene2,14:09:33,0:58:10.540,2,2,3,2,3,4,1,1,1,1,5,1,4,1,1,2,2,1,5,4,,
MT208PN41070,scene3,14:25:26,1:14:03.528,2,1,2,1,3,4,3,3,1,2,4,3,3,2,3,3,1,1,4,3,,
MT208PN41070,scene4,14:41:53,1:30:30.892,1,1,3,3,2,4,3,3,3,3,3,3,4,4,3,3,3,1,3,4,4,3
MT208PN41071,scene0,10:57:31,0:15:43.898,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,5,3,,
MT208PN41071,scene1,11:23:32,0:41:45.101,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,,
MT208PN41071,scene2,11:44:11,1:02:24.112,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,,
MT208PN41071,scene3,11:55:59,1:14:12.278,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,3,3,3,4,,
MT208PN41071,scene4,12:11:41,1:29:53.831,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3.4,3.8
MT208PN41072,scene0,13:47:45,0:19:52.014,4,4,2,1,1,1,2,1,2,1,1,1,1,1,3,4,1,2,3,4,,
MT208PN41072,scene1,14:09:40,0:41:47.371,3,3,1,1,1,1,3,1,3,1,1,1,1,1,3,4,1,3,4,4,,
MT208PN41072,scene2,14:29:00,1:01:07.357,3,3,1,1,1,2,3,1,2,1,2,1,1,1,3,4,1,3,3,4,,
MT208PN41072,scene3,14:46:21,1:18:27.445,3,2,1,1,1,2,3,1,1,1,1,1,1,1,2,4,1,4,3,4,,
MT208PN41072,scene4,15:02:11,1:34:18.344,2,1,2,1,1,3,3,1,2,1,2,1,1,1,3,4,1,3,3,4,1.4,4
MT208PN41073,scene0,10:52:48,0:15:08.114,3,3,1,2,1,1,3,1,1,1,2,2,2,1,2,3,1,1,5,3,,
MT208PN41073,scene1,11:15:39,0:37:59.005,3,3,2,1,1,1,4,1,1,1,2,1,1,1,3,3,1,1,5,3,,
MT208PN41073,scene2,11:33:59,0:56:19.202,3,3,2,2,1,1,3,1,1,1,1,2,1,1,3,4,1,2,5,3,,
MT208PN41073,scene3,11:49:43,1:12:02.643,2,1,1,1,1,2,4,1,1,1,3,3,1,1,4,3,1,1,5,3,,
MT208PN41073,scene4,12:10:46,1:33:06.102,3,3,3,3,1,2,3,1,1,1,4,2,1,1,2,2,1,1,5,2,2.4,3
MT208PN41074,scene0,15:39:14,0:27:29.980,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,4,1,1,3,4,,
MT208PN41074,scene1,16:00:10,0:48:25.275,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,4,1,1,3,4,,
MT208PN41074,scene2,16:18:34,1:06:49.021,3,3,2,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,3,4,,
MT208PN41074,scene3,16:39:53,1:28:08.423,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,3,1,1,3,4,,
MT208PN41074,scene4,16:55:41,1:43:56.627,3,3,3,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,3,4,1.4,3.4
MT208PN41075,scene0,12:03:05,0:17:25.879,3,4,4,4,2,4,2,1,1,1,4,4,2,1,1,4,1,1,4,4,,
MT208PN41075,scene1,12:24:54,0:39:14.949,4,4,4,4,2,2,1,1,1,1,3,1,1,1,2,4,1,3,4,4,,
MT208PN41075,scene2,12:45:17,0:59:37.711,3,4,4,4,2,3,1,1,1,1,4,1,1,1,1,4,1,1,4,4,,
MT208PN41075,scene3,13:06:52,1:21:12.854,4,4,4,4,2,4,1,1,1,1,4,1,1,1,1,4,1,1,4,4,,
MT208PN41075,scene4,13:23:19,1:37:39.498,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,4,1,1,4,4,3.4,4
MT208PN41076,scene0,14:53:07,0:16:13.238,3,2,3,2,1,4,4,2,4,3,2,3,4,1,4,4,1,3,3,4,,
MT208PN41076,scene1,15:15:07,0:38:13.568,4,3,4,4,1,3,4,1,3,1,1,3,4,1,4,5,1,4,3,4,,
MT208PN41076,scene2,15:34:50,0:57:56.254,3,3,4,2,1,4,4,1,4,1,2,3,4,1,3,4,1,3,3,4,,
MT208PN41076,scene3,15:50:50,1:13:56.161,3,3,3,3,1,4,4,1,3,2,2,3,4,1,4,4,1,4,3,4,,
MT208PN41076,scene4,16:06:53,1:29:58.958,4,3,3,4,1,3,3,1,1,1,4,3,4,1,4,4,1,4,3,4,2.2,4.2
MT208PN41078,scene0,12:35:47,0:16:31.336,4,4,3,2,1,1,1,1,1,1,1,4,4,1,3,4,1,2,4,4,,
MT208PN41078,scene1,13:01:05,0:41:50.124,5,5,5,3,1,1,1,1,1,1,1,1,5,1,1,1,1,3,3,4,,
MT208PN41078,scene2,13:19:50,1:00:34.568,4,4,4,3,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,4,,
MT208PN41078,scene3,13:35:40,1:16:25.253,4,4,4,4,1,1,1,1,1,1,1,1,4,1,1,4,1,4,3,4,,
MT208PN41078,scene4,13:51:55,1:32:39.728,4,4,4,3,1,1,2,1,1,1,1,1,4,1,1,4,1,3,3,4,1,3.4
MT208PN41079,scene0,12:52:40,0:16:02.061,3,2,3,2,1,4,4,1,3,1,5,1,4,1,1,4,1,1,5,3,,
MT208PN41079,scene1,13:18:38,0:41:59.705,1,2,3,1,1,4,4,1,3,3,4,1,1,1,1,2,1,1,5,2,,
MT208PN41079,scene2,13:38:12,1:01:34.320,2,2,3,1,1,4,4,1,2,3,2,1,1,1,1,3,1,1,5,2,,
MT208PN41079,scene3,13:57:24,1:20:45.534,3,2,3,1,1,4,1,1,1,3,4,1,1,1,1,1,1,1,5,2,,
MT208PN41079,scene4,14:14:06,1:37:28.332,2,2,2,2,1,4,4,1,2,1,5,1,1,1,2,1,1,1,5,1,4,2.2
MT208PN41080,scene0,14:06:50,0:19:59.716,2,3,4,3,2,4,3,2,3,3,4,2,3,1,4,4,2,2,4,3,,
MT208PN41080,scene1,14:30:30,0:43:39.644,2,2,4,2,2,4,4,2,4,4,4,1,2,1,4,3,2,1,2,2,,
MT208PN41080,scene2,14:48:51,1:02:00.340,2,2,2,1,3,4,4,3,5,4,5,1,3,1,4,3,3,1,2,2,,
MT208PN41080,scene3,15:04:26,1:17:35.533,2,2,3,1,3,4,4,3,4,3,5,1,2,1,4,1,3,1,2,3,,
MT208PN41080,scene4,15:21:45,1:34:55.128,2,2,2,1,2,3,3,2,3,3,4,1,1,1,3,3,2,2,4,3,4.4,2.8
MT208PN41081,scene0,10:53:03,0:15:31.667,2,2,2,2,1,2,2,1,1,2,4,1,2,1,4,3,1,1,4,2,,
MT208PN41081,scene1,11:14:09,0:36:37.838,1,1,2,1,1,2,2,1,1,1,4,1,1,1,3,4,1,1,5,2,,
MT208PN41081,scene2,11:32:48,0:55:16.546,2,1,2,1,1,2,2,1,1,1,5,1,1,1,3,3,1,1,5,2,,
MT208PN41081,scene3,11:48:29,1:10:57.591,1,1,2,1,1,2,2,1,1,1,5,2,1,1,2,3,1,1,5,2,,
MT208PN41081,scene4,12:04:09,1:26:37.979,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.4,2.4
MT208PN41082,scene0,14:25:10,0:16:27.022,3,2,3,2,1,2,4,1,5,2,1,1,2,2,1,5,2,1,3,3,,
MT208PN41082,scene1,14:46:38,0:37:55.134,2,2,1,1,1,5,5,1,4,3,2,2,1,2,2,4,1,1,3,3,,
MT208PN41082,scene2,15:06:54,0:58:11.768,3,3,3,1,1,4,4,1,4,4,1,1,1,3,3,2,1,1,3,2,,
MT208PN41082,scene3,15:22:41,1:13:57.915,1,2,2,2,1,3,4,1,4,4,1,1,1,1,1,3,1,1,3,3,,
MT208PN41082,scene4,15:38:53,1:30:09.857,1,1,1,1,2,5,4,1,4,4,1,1,1,3,1,3,1,1,3,3,1.2,3.4
MT208PN41083,scene0,14:23:05,0:15:03.503,5,4,3,3,1,1,1,1,1,1,1,1,3,1,1,4,1,1,5,4,,
MT208PN41083,scene1,14:44:17,0:36:15.880,4,3,3,3,1,1,2,1,1,1,1,1,3,1,1,4,1,4,5,4,,
MT208PN41083,scene2,15:02:12,0:54:10.512,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,4,,
MT208PN41083,scene3,15:18:13,1:10:11.268,4,3,3,3,3,3,2,2,1,1,1,3,3,1,1,4,1,4,3,4,,
MT208PN41083,scene4,15:34:01,1:25:59.306,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3.4
MT208PN41084,scene0,14:00:23,0:15:09.071,3,4,4,3,1,1,3,1,1,1,2,2,1,1,2,4,1,2,4,4,,
MT208PN41084,scene1,14:23:30,0:38:15.833,3,3,4,3,1,2,2,1,1,1,3,4,1,1,2,4,1,1,3,4,,
MT208PN41084,scene2,14:42:29,0:57:14.604,2,2,2,2,3,3,2,1,1,1,4,3,1,1,4,3,1,1,3,2,,
MT208PN41084,scene3,14:58:08,1:12:53.673,2,2,2,2,1,1,3,1,2,3,3,2,1,1,1,3,1,1,3,3,,
MT208PN41084,scene4,15:14:15,1:29:01.276,2,2,2,2,1,1,4,1,4,2,3,1,1,1,3,2,3,1,2,3,3,3.2
MT208PN41085,scene0,11:57:05,0:17:50.967,2,2,2,2,1,4,2,2,3,1,1,1,3,1,1,1,1,1,1,2,,
MT208PN41085,scene1,12:20:27,0:41:13.415,1,1,2,1,3,4,4,1,2,1,2,1,4,1,1,1,2,1,1,1,,
MT208PN41085,scene2,12:38:59,0:59:45.609,1,1,2,1,3,5,5,1,2,4,2,1,4,1,1,1,3,1,1,3,,
MT208PN41085,scene3,12:55:39,1:16:24.924,1,1,1,1,4,5,5,1,3,5,2,1,5,1,1,1,2,1,1,2,,
MT208PN41085,scene4,13:11:35,1:32:21.529,1,1,1,1,3,5,4,2,3,4,1,1,4,1,1,1,2,1,1,2,1.6,1
MT208PN41086,scene0,10:47:08,0:14:10.456,3,3,3,3,1,1,2,1,1,1,3,2,2,1,1,4,1,2,5,4,,
MT208PN41086,scene1,11:08:42,0:35:19.410,3,2,3,2,1,1,2,1,1,2,4,3,2,2,2,3,1,1,4,3,,
MT208PN41086,scene2,11:26:30,0:53:08.181,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,3,1,2,4,4,,
MT208PN41086,scene3,11:42:21,1:08:58.739,2,3,2,2,2,2,2,1,1,1,2,2,1,1,2,4,1,2,4,4,,
MT208PN41086,scene4,11:58:17,1:24:54.645,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,3,1,2,4,4,2.6,3.4
MT208PN41087,scene0,15:35:28,0:16:09.944,2,2,4,2,1,2,4,2,1,2,4,1,2,1,2,3,2,1,3,5,,
MT208PN41087,scene1,15:58:21,0:39:03.136,2,2,3,2,3,3,4,2,1,3,3,2,1,1,4,2,3,1,3,4,,
MT208PN41087,scene2,16:16:37,0:57:19.712,2,2,3,2,3,4,4,3,1,3,3,1,1,1,4,3,2,1,3,3,,
MT208PN41087,scene3,16:32:36,1:13:18.133,2,2,3,2,3,4,3,2,2,3,4,1,1,1,4,2,2,1,3,3,,
MT208PN41087,scene4,16:48:27,1:29:09.520,2,2,3,2,1,3,3,3,2,3,5,1,1,1,1,3,2,1,3,3,3.8,2.6
MT208PN41088,scene0,12:03:25,0:15:47.875,2,3,4,2,1,1,3,1,1,3,2,1,1,1,1,3,1,1,5,3,,
MT208PN41088,scene1,12:27:28,0:39:50.962,1,1,4,3,1,2,3,2,1,1,1,1,1,1,3,3,1,1,1,3,,
MT208PN41088,scene2,12:46:12,0:58:34.997,1,1,2,1,2,5,5,3,2,3,1,1,2,1,5,3,1,1,1,3,,
MT208PN41088,scene3,13:04:39,1:17:02.286,3,2,4,4,3,3,2,1,1,1,1,4,2,1,1,2,1,3,1,4,,
MT208PN41088,scene4,13:19:58,1:32:20.851,1,1,1,1,5,5,5,3,2,3,1,1,5,3,4,1,3,1,1,1,1.2,2.4
MT208PN41089,scene0,12:08:05,0:17:17.803,3,2,2,3,2,3,3,2,1,1,2,1,3,1,2,3,1,1,3,3,,
MT208PN41089,scene1,12:30:57,0:40:09.300,2,2,2,3,2,3,3,2,1,3,2,1,2,2,2,2,1,1,2,2,,
MT208PN41089,scene2,12:54:06,1:03:18.741,2,2,2,2,3,4,4,3,2,3,1,1,3,2,3,2,1,1,2,3,,
MT208PN41089,scene3,13:10:01,1:19:13.686,2,2,2,2,3,4,4,2,1,4,1,1,4,3,3,1,2,1,1,2,,
MT208PN41089,scene4,13:26:26,1:35:38.059,2,2,2,2,2,3,2,1,1,2,3,1,4,2,2,1,1,1,1,1,1.8,1.8
MT208PN41090,scene0,14:54:39,0:20:54.068,3,3,4,3,1,2,2,2,2,1,1,1,3,1,4,5,1,3,5,3,,
MT208PN41090,scene1,15:16:26,0:42:40.194,3,3,4,3,1,2,1,1,1,1,1,1,1,1,1,4,1,4,1,5,,
MT208PN41090,scene2,15:38:15,1:04:29.218,4,4,4,4,1,1,1,1,1,1,1,1,3,1,1,2,2,3,3,5,,
MT208PN41090,scene3,15:51:20,1:17:35.036,4,4,4,4,1,2,2,1,1,1,1,1,3,1,2,4,2,3,3,5,,
MT208PN41090,scene4,16:10:38,1:36:52.740,2,2,2,1,3,4,4,2,4,3,1,3,2,2,2,3,4,2,3,3,1,3.6
MT208PN41091,scene0,12:05:59,0:14:23.782,3,4,3,2,3,3,3,2,2,2,3,3,4,2,3,3,2,2,3,4,,
MT208PN41091,scene1,12:32:35,0:40:59.432,3,2,3,3,3,4,4,3,3,3,3,4,3,2,4,4,3,2,2,4,,
MT208PN41091,scene2,12:57:51,1:06:15.716,2,2,2,2,3,4,5,4,4,4,3,3,3,2,3,4,3,2,2,3,,
MT208PN41091,scene3,13:13:51,1:22:15.808,3,3,3,3,3,4,4,3,2,3,4,3,2,2,2,2,2,2,4,3,,
MT208PN41091,scene4,13:31:32,1:39:56.362,2,2,2,2,3,4,4,3,3,4,5,4,3,1,3,3,3,1,3,3,3.6,3.2
MT208PN41092,scene0,14:59:07,0:16:51.533,4,3,4,3,1,1,1,1,2,1,1,1,1,1,1,3,1,2,4,4,,
MT208PN41092,scene1,15:22:14,0:39:58.740,3,3,3,3,1,1,1,1,1,1,1,3,3,1,1,3,1,1,4,3,,
MT208PN41092,scene2,15:39:40,0:57:24.741,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,,
MT208PN41092,scene3,15:55:15,1:12:59.702,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,3,1,1,3,3,,
MT208PN41092,scene4,16:11:15,1:28:59.348,3,2,2,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,4,1.2,2.8
MT208PN42020,scene0,13:21:00,0:14:08.412,4,4,3,4,1,3,3,1,1,1,3,1,3,1,1,4,1,4,2,4,,
MT208PN42020,scene1,13:44:06,0:37:15.131,3,3,3,3,2,3,3,2,1,2,3,4,3,1,5,4,1,2,3,5,,
MT208PN42020,scene2,14:03:27,0:56:35.852,2,3,3,3,3,4,4,4,3,3,4,4,3,1,5,4,1,3,3,5,,
MT208PN42020,scene3,14:25:16,1:18:24.777,2,2,2,3,3,5,5,4,3,3,4,3,2,1,5,3,3,3,3,5,,
MT208PN42020,scene4,14:41:57,1:35:06.258,4,3,3,3,3,4,4,4,2,3,3,3,3,2,4,2,2,2,3,5,3.4,3.4
MT208PN42029,scene0,10:21:22,0:19:11.814,3,2,4,3,1,1,3,2,1,1,3,1,3,1,1,3,1,1,5,4,,
MT208PN42029,scene1,10:43:06,0:40:55.855,3,2,3,3,2,2,1,1,2,2,4,1,2,1,4,3,1,1,4,4,,
MT208PN42029,scene2,11:03:59,1:01:49.383,3,4,4,4,1,2,1,2,2,1,3,1,4,1,3,4,1,4,4,4,,
MT208PN42029,scene3,11:20:09,1:17:59.096,2,2,3,3,1,3,1,2,2,1,5,1,2,1,4,2,1,2,3,3,,
MT208PN42029,scene4,11:37:11,1:35:01.360,3,2,3,3,1,2,2,1,2,2,4,1,2,1,3,2,1,3,3,4,3.8,2.8
MT208PN42033,scene0,13:24:03,0:18:33.968,4,5,5,5,1,1,2,1,1,1,1,2,1,1,1,5,1,1,4,5,,
MT208PN42033,scene1,13:48:43,0:43:14.263,5,5,5,5,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,5,,
MT208PN42033,scene2,14:13:09,1:05:20.540,5,5,5,5,1,1,2,1,1,1,1,4,1,1,1,4,1,4,1,5,,
MT208PN42033,scene3,14:28:09,1:20:07.946,5,5,5,5,1,1,2,1,1,1,1,4,1,1,1,4,1,4,1,5,,
MT208PN42033,scene4,14:46:27,1:38:15.119,3,4,2,4,1,1,3,2,2,3,1,3,1,1,2,3,1,1,1,4,1,4
MT208PN42039,scene0,14:33:35,0:29:45.135,3,4,3,3,1,1,1,1,1,1,2,1,1,1,2,4,1,3,5,3,,
MT208PN42039,scene1,14:56:35,0:52:45.579,3,3,3,3,3,4,3,1,1,1,4,3,3,3,3,1,2,4,2,2,,
MT208PN42039,scene2,15:17:02,1:13:12.466,1,1,1,1,4,5,2,1,1,1,5,1,2,1,1,1,2,1,1,3,,
MT208PN42039,scene3,15:32:42,1:28:52.441,1,1,1,1,4,5,3,1,1,2,5,1,1,1,1,1,2,1,2,3,,
MT208PN42039,scene4,15:49:08,1:45:18.494,1,1,1,1,3,5,1,1,1,3,5,1,1,1,1,1,2,2,1,3,4.2,1.6
MT208PN42042,scene0,13:15:22,0:17:17.037,3,4,4,4,1,3,3,2,2,2,2,4,3,2,2,4,2,1,3,5,,
MT208PN42042,scene1,13:36:31,0:38:26.200,3,3,3,3,2,4,4,4,4,3,3,4,4,3,4,4,3,1,3,4,,
MT208PN42042,scene2,14:15:22,1:17:17.675,3,3,3,3,2,3,3,3,2,2,2,4,4,3,4,4,2,1,4,5,,
MT208PN42042,scene3,14:25:54,1:27:49.071,4,4,4,4,2,2,2,2,2,2,2,4,4,3,3,5,1,1,3,5,,
MT208PN42042,scene4,14:42:55,1:44:49.790,4,4,4,3,2,3,3,2,3,2,2,4,4,2,4,5,3,1,3,5,2.2,4.4
MT208PN42043,scene0,10:45:07,0:18:52.706,4,4,5,4,1,3,2,2,1,1,1,4,1,1,3,5,1,3,4,5,,
MT208PN42043,scene1,11:07:49,0:41:34.767,4,4,5,3,2,1,1,1,3,1,1,4,1,1,4,5,1,3,3,5,,
MT208PN42043,scene2,11:46:41,1:20:26.005,3,2,5,4,3,3,4,1,2,2,4,3,1,1,5,5,3,1,5,3,,
MT208PN42043,scene3,11:57:51,1:31:36.909,3,2,5,3,3,4,4,1,1,1,3,4,2,3,5,4,1,1,5,5,,
MT208PN42043,scene4,12:14:37,1:48:22.969,2,3,5,3,1,3,3,1,1,3,4,3,2,3,1,4,1,1,3,3,2.6,4.6
MT208PN42046,scene0,16:59:00,0:13:18.657,3,2,2,2,2,2,3,1,1,1,4,1,1,1,1,2,2,2,5,2,,
MT208PN42046,scene1,17:22:04,0:36:22.540,3,3,2,2,1,2,2,1,1,1,4,3,1,1,1,3,1,1,5,2,,
MT208PN42046,scene2,17:40:38,0:54:56.019,2,2,2,1,3,2,1,1,1,1,5,1,2,1,1,2,2,1,4,2,,
MT208PN42046,scene3,17:56:03,1:10:21.661,2,1,2,1,1,3,1,1,1,1,5,1,1,1,1,1,1,1,5,1,,
MT208PN42046,scene4,18:19:09,1:33:27.567,3,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,2,4.4,1.8
MT208PN42049,scene0,14:02:30,0:19:39.852,3,2,3,3,1,1,1,1,1,1,5,1,1,1,1,3,1,2,4,3,,
MT208PN42049,scene1,14:25:48,0:42:57.820,3,4,4,4,1,1,1,1,1,1,2,1,1,1,2,4,1,3,4,5,,
MT208PN42049,scene2,14:49:19,1:06:28.786,3,2,2,3,1,1,1,1,1,1,3,1,1,1,1,3,1,1,5,3,,
MT208PN42049,scene3,15:05:29,1:22:38.941,3,2,2,3,1,1,1,1,1,1,1,4,1,1,1,3,1,4,3,4,,
MT208PN42049,scene4,15:22:21,1:39:30.554,4,4,4,4,1,1,3,1,1,1,1,3,1,1,1,4,1,1,3,4,2.4,3.4
MT208PN42052,scene0,10:19:48,0:12:42.500,5,5,5,5,5,5,3,2,4,3,5,3,3,1,1,4,3,4,4,3,,
MT208PN42052,scene1,10:40:45,0:33:39.801,2,2,3,1,3,2,2,3,2,3,5,2,2,3,1,1,1,1,1,1,,
MT208PN42052,scene2,10:59:06,0:52:00.362,4,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,5,1,3,3,,
MT208PN42052,scene3,11:15:14,1:08:08.171,1,1,1,1,4,5,5,5,5,5,5,2,2,5,5,5,5,4,5,5,,
MT208PN42052,scene4,11:33:26,1:26:20.681,1,1,1,1,3,5,5,5,5,5,5,5,5,3,3,3,5,3,3,3,5,2.8
MT208PN42057,scene0,9:15:09,0:17:17.966,5,5,5,3,1,1,1,1,1,1,3,1,4,1,1,5,1,2,5,3,,
MT208PN42057,scene1,9:38:48,0:40:56.341,4,3,5,3,1,1,1,1,1,1,2,1,4,1,1,4,1,5,3,4,,
MT208PN42057,scene2,9:58:47,1:00:55.421,5,5,5,5,1,1,1,1,1,1,2,3,4,1,1,3,1,1,5,4,,
MT208PN42057,scene3,10:15:03,1:16:57.159,4,4,5,4,1,1,1,1,1,1,3,3,4,1,1,3,1,4,5,4,,
MT208PN42057,scene4,10:32:11,1:33:49.998,4,5,5,4,1,1,1,1,1,1,2,4,5,1,1,1,1,3,5,5,2.4,3.2
MT208PN42065,scene0,15:52:16,0:17:08.044,3,3,5,4,1,2,3,3,1,1,3,1,2,2,3,4,1,1,5,4,,
MT208PN42065,scene1,16:13:22,0:38:13.665,3,3,4,4,1,2,3,1,1,2,3,1,2,1,3,3,1,1,3,4,,
MT208PN42065,scene2,16:33:16,0:58:08.158,2,2,3,3,1,3,4,1,1,1,3,1,1,1,3,4,1,1,1,4,,
MT208PN42065,scene3,16:49:02,1:13:54.326,3,3,4,4,1,4,3,1,1,2,1,1,1,1,3,4,1,1,2,4,,
MT208PN42065,scene4,17:06:17,1:31:09.581,2,2,3,3,1,2,1,1,1,4,5,1,1,3,3,2,1,1,3,4,3,3.4
MT208PN42066,scene0,14:24:16,0:17:47.445,4,4,4,3,1,2,3,1,1,2,3,4,3,1,2,4,1,3,3,4,,
MT208PN42066,scene1,14:45:46,0:39:17.881,3,3,2,3,3,2,2,2,2,2,3,3,2,1,3,3,1,3,3,3,,
MT208PN42066,scene2,15:07:10,1:00:41.643,3,3,3,3,1,3,2,3,1,2,2,3,3,1,2,4,1,4,3,3,,
MT208PN42066,scene3,15:24:04,1:17:21.238,2,2,3,3,3,3,2,2,1,3,3,3,4,1,3,3,2,2,3,3,,
MT208PN42066,scene4,15:41:07,1:34:10.127,2,2,3,4,3,3,3,3,2,2,3,2,2,1,2,3,1,3,3,3,2.8,3.4
MT208PN42069,scene0,15:30:40,0:16:11.473,3,3,4,2,1,1,3,1,1,1,2,1,1,1,1,4,1,2,5,3,,
MT208PN42069,scene1,15:51:52,0:37:22.727,3,2,3,4,1,1,1,1,1,2,1,1,2,2,1,4,2,3,4,3,,
MT208PN42069,scene2,16:10:58,0:56:28.909,4,4,5,4,2,1,2,1,1,1,3,4,2,1,1,4,1,3,3,3,,
MT208PN42069,scene3,16:31:49,1:17:19.917,3,2,3,3,1,3,1,1,1,1,1,3,1,1,1,5,1,3,2,4,,
MT208PN42069,scene4,16:48:51,1:34:10.380,4,3,5,5,1,1,1,1,1,1,1,4,1,1,1,5,1,5,1,4,1.6,4.4
